Turbine_ID,Compressor_ID,Location,Manufacturer,Installation_Year,Last_Maintenance_Date,Operating_Hours,Next_Maintenance_Due,Power_Output_MW,Efficiency_Percent,Vibration_Level_mm_s,Temperature_C,Pressure_Ratio,Fuel_Type,Status
TURB-0183,COMP-0183,Site B,GE,2007,2023-07-02,56988,2023-11-30,216.77,82.99,1.59,811.59,18.54,Hydrogen,Operational
TURB-0184,COMP-0184,Site D,GE,2020,2023-07-03,76945,2023-12-01,447.59,67.18,0.86,267.9,24.77,Natural Gas,Out of Service
TURB-0185,COMP-0185,Site B,Mitsubishi,2005,2023-07-04,8761,2023-12-02,166.79,96.96,2.03,84.04,17.05,Natural Gas,Out of Service
TURB-0186,COMP-0186,Site C,Solar,2020,2023-07-05,17221,2023-12-03,231.63,75.55,5.24,413.15,22.54,Diesel,Maintenance Required
TURB-0187,COMP-0187,Site D,Mitsubishi,2012,2023-07-06,10426,2023-12-04,340.88,83.71,5.08,193.11,4.28,Natural Gas,Operational
TURB-0188,COMP-0188,Site C,Mitsubishi,2008,2023-07-07,26068,2023-12-05,443.9,73.36,3.51,1081.35,18.48,Hydrogen,Maintenance Required
TURB-0189,COMP-0189,Site C,Solar,2008,2023-07-08,97144,2023-12-06,389.32,68.37,6.69,369.55,3.53,Natural Gas,Operational
TURB-0190,COMP-0190,Site C,Solar,2010,2023-07-09,25597,2023-12-07,86.18,86.14,3.98,861.52,3.72,Natural Gas,Operational
TURB-0191,COMP-0191,Site C,GE,2007,2023-07-10,4877,2023-12-08,104.91,95.69,2.28,806.69,21.66,Hydrogen,Out of Service
TURB-0192,COMP-0192,Site D,Solar,2012,2023-07-11,13319,2023-12-09,43.43,62.26,6.95,871.07,9.96,Hydrogen,Operational
TURB-0193,COMP-0193,Site A,Mitsubishi,2018,2023-07-12,53534,2023-12-10,314.52,91.36,9.8,659.55,8.94,Natural Gas,Operational
TURB-0194,COMP-0194,Site D,Solar,2000,2023-07-13,34112,2023-12-11,225.76,72.98,8.13,889.13,5.82,Natural Gas,Maintenance Required
TURB-0195,COMP-0195,Site B,Mitsubishi,2016,2023-07-14,23383,2023-12-12,439.16,64.6,4.2,639.25,12.9,Natural Gas,Operational
TURB-0196,COMP-0196,Site B,Siemens,2005,2023-07-15,67696,2023-12-13,494.81,87.1,3.82,484.25,6.28,Hydrogen,Operational
TURB-0197,COMP-0197,Site A,GE,2011,2023-07-16,1483,2023-12-14,440.49,63.13,0.48,1037.21,14.14,Hydrogen,Operational
TURB-0198,COMP-0198,Site B,Solar,2003,2023-07-17,54169,2023-12-15,32.85,87.65,6.61,577.54,17.02,Natural Gas,Operational
TURB-0199,COMP-0199,Site D,Mitsubishi,2020,2023-07-18,68364,2023-12-16,472.74,76.56,2.3,703.24,16.89,Diesel,Out of Service
TURB-0200,COMP-0200,Site B,Mitsubishi,2015,2023-07-19,27460,2023-12-17,60.46,66.26,6.87,584.76,10.07,Hydrogen,Operational
TURB-0201,COMP-0201,Site B,Siemens,2020,2023-07-20,96822,2023-12-18,229.13,65.97,7.63,941.82,18.04,Natural Gas,Operational
TURB-0202,COMP-0202,Site C,Siemens,2002,2023-07-21,61397,2023-12-19,155.69,88.43,8.81,670.72,7.75,Hydrogen,Out of Service
TURB-0203,COMP-0203,Site D,Siemens,2016,2023-07-22,17699,2023-12-20,86.66,91.47,5.53,591.4,20.48,Natural Gas,Operational
TURB-0204,COMP-0204,Site C,GE,2017,2023-07-23,55014,2023-12-21,93.91,86.05,8.32,346.5,1.5,Natural Gas,Out of Service
TURB-0205,COMP-0205,Site A,Mitsubishi,2017,2023-07-24,76604,2023-12-22,179.46,87.39,7.26,1098.27,24.21,Natural Gas,Maintenance Required
TURB-0206,COMP-0206,Site D,Siemens,2017,2023-07-25,47142,2023-12-23,22.44,92.23,3.59,1042.65,11.69,Diesel,Operational
TURB-0207,COMP-0207,Site C,Mitsubishi,2007,2023-07-26,93747,2023-12-24,41.68,76.29,1.15,546.22,9.35,Diesel,Out of Service
TURB-0208,COMP-0208,Site D,GE,2007,2023-07-27,36097,2023-12-25,360.0,66.37,2.5,808.68,16.18,Hydrogen,Maintenance Required
TURB-0209,COMP-0209,Site B,Siemens,2012,2023-07-28,99092,2023-12-26,316.85,74.34,8.46,634.33,22.16,Hydrogen,Operational
TURB-0210,COMP-0210,Site A,Solar,2011,2023-07-29,99142,2023-12-27,58.69,97.21,5.39,252.61,9.79,Diesel,Maintenance Required
TURB-0211,COMP-0211,Site B,Mitsubishi,2014,2023-07-30,10805,2023-12-28,221.85,77.04,6.69,482.43,3.15,Natural Gas,Operational
TURB-0212,COMP-0212,Site B,GE,2009,2023-07-31,38238,2023-12-29,307.78,95.11,8.08,1031.2,9.82,Diesel,Out of Service
TURB-0213,COMP-0213,Site D,GE,2008,2023-08-01,14574,2023-12-30,57.85,86.7,6.7,967.05,1.62,Diesel,Out of Service
TURB-0214,COMP-0214,Site A,Solar,2002,2023-08-02,48042,2023-12-31,486.28,88.03,8.57,167.86,5.85,Natural Gas,Out of Service
TURB-0215,COMP-0215,Site D,Mitsubishi,2009,2023-08-03,35868,2024-01-01,425.77,67.23,0.95,136.62,2.72,Hydrogen,Out of Service
TURB-0216,COMP-0216,Site B,Siemens,2016,2023-08-04,67344,2024-01-02,121.35,74.01,9.05,1031.54,10.61,Diesel,Out of Service
TURB-0217,COMP-0217,Site A,GE,2014,2023-08-05,71147,2024-01-03,264.24,87.83,8.14,1084.2,2.9,Hydrogen,Operational
TURB-0218,COMP-0218,Site A,GE,2009,2023-08-06,91625,2024-01-04,258.77,84.91,9.04,388.37,24.62,Diesel,Out of Service
TURB-0219,COMP-0219,Site B,Mitsubishi,2019,2023-08-07,85258,2024-01-05,173.76,92.78,7.34,451.68,19.88,Diesel,Operational
TURB-0220,COMP-0220,Site D,GE,2020,2023-08-08,41954,2024-01-06,382.22,67.98,2.82,436.17,11.36,Hydrogen,Operational
TURB-0221,COMP-0221,Site B,GE,2013,2023-08-09,71560,2024-01-07,332.56,88.44,1.23,196.01,20.07,Hydrogen,Operational
TURB-0222,COMP-0222,Site B,GE,2015,2023-08-10,54732,2024-01-08,433.47,61.5,1.38,906.76,11.31,Natural Gas,Operational
TURB-0223,COMP-0223,Site B,Solar,2005,2023-08-11,68432,2024-01-09,12.5,71.39,5.04,475.6,16.71,Natural Gas,Operational
TURB-0224,COMP-0224,Site D,GE,2006,2023-08-12,41369,2024-01-10,305.96,83.96,3.97,1011.66,20.81,Diesel,Operational
TURB-0225,COMP-0225,Site A,GE,2009,2023-08-13,20084,2024-01-11,496.45,97.24,6.58,1060.3,17.58,Diesel,Out of Service
TURB-0226,COMP-0226,Site C,Solar,2018,2023-08-14,67674,2024-01-12,396.71,97.6,5.08,1099.71,3.49,Natural Gas,Out of Service
TURB-0227,COMP-0227,Site B,Siemens,2017,2023-08-15,48878,2024-01-13,178.71,76.69,1.34,990.63,2.52,Natural Gas,Out of Service
TURB-0228,COMP-0228,Site A,GE,2008,2023-08-16,17507,2024-01-14,86.49,89.06,0.12,957.25,14.89,Diesel,Operational
TURB-0229,COMP-0229,Site C,Solar,2001,2023-08-17,99041,2024-01-15,219.86,82.82,1.37,566.91,6.12,Natural Gas,Operational
TURB-0230,COMP-0230,Site A,Solar,2008,2023-08-18,27478,2024-01-16,217.89,86.95,1.55,80.99,24.63,Hydrogen,Operational
TURB-0231,COMP-0231,Site D,Siemens,2003,2023-08-19,19010,2024-01-17,296.78,87.81,7.23,178.87,1.88,Diesel,Operational
TURB-0232,COMP-0232,Site C,Mitsubishi,2010,2023-08-20,35352,2024-01-18,42.37,80.8,2.92,660.51,19.09,Diesel,Maintenance Required
TURB-0233,COMP-0233,Site C,GE,2016,2023-08-21,20842,2024-01-19,199.72,90.93,1.03,464.03,2.5,Diesel,Maintenance Required
TURB-0234,COMP-0234,Site C,GE,2002,2023-08-22,54520,2024-01-20,428.85,82.21,7.58,1003.44,15.86,Diesel,Out of Service
TURB-0235,COMP-0235,Site B,Siemens,2014,2023-08-23,87680,2024-01-21,325.37,63.82,9.41,697.61,11.37,Hydrogen,Out of Service
TURB-0236,COMP-0236,Site C,Solar,2001,2023-08-24,12485,2024-01-22,223.0,97.59,1.09,163.66,16.37,Natural Gas,Operational
TURB-0237,COMP-0237,Site D,Mitsubishi,2015,2023-08-25,27614,2024-01-23,162.02,71.55,9.63,600.31,19.41,Diesel,Operational
TURB-0238,COMP-0238,Site D,Solar,2003,2023-08-26,32885,2024-01-24,147.09,96.64,9.51,995.26,2.28,Diesel,Out of Service
TURB-0239,COMP-0239,Site C,Solar,2017,2023-08-27,2244,2024-01-25,376.73,71.12,5.28,1042.54,13.75,Diesel,Out of Service
TURB-0240,COMP-0240,Site A,Siemens,2009,2023-08-28,72428,2024-01-26,220.05,92.42,3.03,240.97,23.64,Diesel,Out of Service
TURB-0241,COMP-0241,Site B,Siemens,2005,2023-08-29,50350,2024-01-27,130.65,86.2,1.47,165.34,6.62,Hydrogen,Operational
TURB-0242,COMP-0242,Site A,Mitsubishi,2010,2023-08-30,78810,2024-01-28,408.23,73.56,8.26,495.04,3.32,Natural Gas,Out of Service
TURB-0243,COMP-0243,Site B,Solar,2009,2023-08-31,85050,2024-01-29,140.15,95.64,6.09,125.34,19.62,Hydrogen,Operational
TURB-0244,COMP-0244,Site B,GE,2000,2023-09-01,61628,2024-01-30,41.58,82.16,6.55,885.31,18.92,Diesel,Maintenance Required
TURB-0245,COMP-0245,Site D,GE,2015,2023-09-02,39390,2024-01-31,278.57,91.53,8.62,564.66,10.67,Diesel,Operational
TURB-0246,COMP-0246,Site B,Solar,2004,2023-09-03,18714,2024-02-01,146.74,90.28,4.5,277.96,21.01,Hydrogen,Out of Service
TURB-0247,COMP-0247,Site C,GE,2008,2023-09-04,62140,2024-02-02,12.39,61.76,3.74,167.84,14.28,Diesel,Maintenance Required
TURB-0248,COMP-0248,Site B,Solar,2016,2023-09-05,53496,2024-02-03,255.76,70.22,7.65,1116.45,12.67,Hydrogen,Out of Service
TURB-0249,COMP-0249,Site D,Solar,2003,2023-09-06,42942,2024-02-04,448.33,77.94,3.04,99.52,20.81,Hydrogen,Maintenance Required
TURB-0250,COMP-0250,Site D,Mitsubishi,2001,2023-09-07,87362,2024-02-05,325.63,95.45,3.35,162.56,3.81,Natural Gas,Operational
TURB-0251,COMP-0251,Site B,GE,2001,2023-09-08,20982,2024-02-06,18.9,62.37,3.87,319.37,6.76,Natural Gas,Out of Service
TURB-0252,COMP-0252,Site B,Mitsubishi,2004,2023-09-09,80207,2024-02-07,195.6,67.05,8.58,158.87,11.94,Natural Gas,Out of Service
TURB-0253,COMP-0253,Site B,GE,2001,2023-09-10,84264,2024-02-08,131.05,83.73,7.81,790.93,3.51,Natural Gas,Out of Service
TURB-0254,COMP-0254,Site A,Siemens,2012,2023-09-11,48379,2024-02-09,338.52,84.8,2.99,300.95,24.9,Hydrogen,Maintenance Required
TURB-0255,COMP-0255,Site C,Mitsubishi,2004,2023-09-12,71376,2024-02-10,233.89,66.23,1.52,601.92,8.87,Diesel,Operational
TURB-0256,COMP-0256,Site B,GE,2000,2023-09-13,60809,2024-02-11,94.64,96.04,3.99,1039.28,23.77,Hydrogen,Out of Service
TURB-0257,COMP-0257,Site C,GE,2020,2023-09-14,56071,2024-02-12,233.58,66.72,6.28,998.49,12.65,Diesel,Maintenance Required
TURB-0258,COMP-0258,Site D,GE,2014,2023-09-15,20695,2024-02-13,466.38,66.93,6.79,218.18,23.23,Natural Gas,Maintenance Required
TURB-0259,COMP-0259,Site C,GE,2018,2023-09-16,6269,2024-02-14,211.29,84.15,2.08,152.04,11.84,Diesel,Out of Service
TURB-0260,COMP-0260,Site B,Solar,2013,2023-09-17,61477,2024-02-15,436.46,76.02,2.57,813.89,20.65,Diesel,Operational
TURB-0261,COMP-0261,Site D,Mitsubishi,2011,2023-09-18,95940,2024-02-16,242.97,60.99,9.31,291.85,19.15,Hydrogen,Maintenance Required
TURB-0262,COMP-0262,Site B,GE,2001,2023-09-19,66964,2024-02-17,381.25,94.98,3.91,948.67,23.75,Natural Gas,Maintenance Required
TURB-0263,COMP-0263,Site C,Solar,2019,2023-09-20,52450,2024-02-18,395.07,62.86,3.21,549.66,16.48,Hydrogen,Out of Service
TURB-0264,COMP-0264,Site C,Mitsubishi,2000,2023-09-21,39922,2024-02-19,382.77,65.94,6.99,227.7,6.84,Diesel,Out of Service
TURB-0265,COMP-0265,Site A,Solar,2002,2023-09-22,36232,2024-02-20,322.86,94.09,4.73,1170.35,14.23,Diesel,Out of Service
TURB-0266,COMP-0266,Site C,Siemens,2010,2023-09-23,60941,2024-02-21,476.72,70.46,2.54,113.96,4.93,Diesel,Out of Service
TURB-0267,COMP-0267,Site D,Mitsubishi,2016,2023-09-24,50728,2024-02-22,465.0,91.07,4.15,192.94,9.37,Hydrogen,Maintenance Required
TURB-0268,COMP-0268,Site B,Solar,2004,2023-09-25,12454,2024-02-23,158.36,66.49,1.53,983.84,20.05,Hydrogen,Maintenance Required
TURB-0269,COMP-0269,Site C,Mitsubishi,2016,2023-09-26,75277,2024-02-24,350.38,61.83,2.87,570.59,1.83,Hydrogen,Maintenance Required
TURB-0270,COMP-0270,Site B,GE,2017,2023-09-27,46822,2024-02-25,335.75,68.92,4.24,1128.76,16.09,Natural Gas,Maintenance Required
TURB-0271,COMP-0271,Site A,Siemens,2002,2023-09-28,21936,2024-02-26,108.13,88.2,5.23,179.94,17.79,Diesel,Maintenance Required
TURB-0272,COMP-0272,Site B,Siemens,2014,2023-09-29,43252,2024-02-27,139.88,85.18,7.44,230.53,22.65,Hydrogen,Out of Service
TURB-0273,COMP-0273,Site B,Siemens,2015,2023-09-30,55191,2024-02-28,162.27,71.8,3.91,52.1,19.28,Hydrogen,Maintenance Required
TURB-0274,COMP-0274,Site C,Solar,2014,2023-10-01,16860,2024-02-29,172.48,84.07,5.5,299.68,10.97,Hydrogen,Operational
TURB-0275,COMP-0275,Site C,Solar,2016,2023-10-02,44251,2024-03-01,428.64,85.27,9.51,805.85,19.49,Hydrogen,Out of Service
TURB-0276,COMP-0276,Site B,Solar,2017,2023-10-03,59147,2024-03-02,381.1,81.46,8.2,881.83,16.2,Hydrogen,Out of Service
TURB-0277,COMP-0277,Site A,Siemens,2007,2023-10-04,20603,2024-03-03,405.79,95.55,2.45,544.43,15.29,Hydrogen,Out of Service
TURB-0278,COMP-0278,Site D,Mitsubishi,2020,2023-10-05,25106,2024-03-04,457.38,90.16,2.21,345.96,3.23,Hydrogen,Operational
TURB-0279,COMP-0279,Site D,Mitsubishi,2013,2023-10-06,10324,2024-03-05,262.03,91.01,6.66,873.78,14.18,Natural Gas,Maintenance Required
TURB-0280,COMP-0280,Site D,Solar,2003,2023-10-07,94624,2024-03-06,419.36,76.18,5.99,248.5,21.88,Hydrogen,Maintenance Required
TURB-0281,COMP-0281,Site D,Mitsubishi,2009,2023-10-08,77224,2024-03-07,350.72,85.99,5.51,932.15,11.77,Natural Gas,Out of Service
TURB-0282,COMP-0282,Site B,Solar,2019,2023-10-09,44963,2024-03-08,237.75,66.97,1.63,954.58,18.05,Natural Gas,Operational
TURB-0283,COMP-0283,Site B,Mitsubishi,2020,2023-10-10,54346,2024-03-09,104.99,71.25,3.69,557.24,22.74,Diesel,Out of Service
TURB-0284,COMP-0284,Site B,Mitsubishi,2006,2023-10-11,76306,2024-03-10,220.83,79.09,7.62,272.65,14.05,Diesel,Maintenance Required
TURB-0285,COMP-0285,Site B,Siemens,2019,2023-10-12,67387,2024-03-11,111.22,91.02,7.26,774.35,3.57,Natural Gas,Out of Service
TURB-0286,COMP-0286,Site A,Mitsubishi,2000,2023-10-13,92239,2024-03-12,150.71,72.8,1.74,1031.47,2.77,Natural Gas,Operational
TURB-0287,COMP-0287,Site B,Siemens,2020,2023-10-14,94376,2024-03-13,148.92,76.71,4.33,658.93,20.25,Hydrogen,Maintenance Required
TURB-0288,COMP-0288,Site B,GE,2006,2023-10-15,62485,2024-03-14,382.91,96.38,4.48,580.23,2.27,Natural Gas,Out of Service
TURB-0289,COMP-0289,Site B,Mitsubishi,2011,2023-10-16,92333,2024-03-15,258.82,70.8,5.13,1176.11,24.97,Hydrogen,Operational
TURB-0290,COMP-0290,Site C,Mitsubishi,2003,2023-10-17,7907,2024-03-16,398.64,83.49,4.67,668.04,4.5,Hydrogen,Operational
TURB-0291,COMP-0291,Site D,Siemens,2006,2023-10-18,97360,2024-03-17,439.93,63.82,5.07,89.35,19.72,Diesel,Operational
TURB-0292,COMP-0292,Site C,Siemens,2014,2023-10-19,54145,2024-03-18,309.72,75.64,8.15,627.36,21.89,Natural Gas,Operational
TURB-0293,COMP-0293,Site A,Siemens,2001,2023-10-20,13316,2024-03-19,209.53,72.54,3.96,562.06,8.7,Hydrogen,Maintenance Required
TURB-0294,COMP-0294,Site A,GE,2001,2023-10-21,46224,2024-03-20,429.82,60.5,5.57,385.92,14.23,Natural Gas,Operational
TURB-0295,COMP-0295,Site D,GE,2004,2023-10-22,18934,2024-03-21,288.09,82.24,6.11,414.96,23.88,Hydrogen,Out of Service
TURB-0296,COMP-0296,Site D,GE,2002,2023-10-23,75596,2024-03-22,429.9,72.59,9.43,1120.45,23.95,Diesel,Operational
TURB-0297,COMP-0297,Site B,Siemens,2015,2023-10-24,74234,2024-03-23,140.06,69.56,6.58,203.64,23.36,Hydrogen,Maintenance Required
TURB-0298,COMP-0298,Site D,GE,2003,2023-10-25,87903,2024-03-24,287.22,93.92,1.39,928.64,7.96,Diesel,Maintenance Required
TURB-0299,COMP-0299,Site A,Mitsubishi,2014,2023-10-26,7600,2024-03-25,113.76,68.73,5.87,1087.78,2.9,Diesel,Out of Service
TURB-0300,COMP-0300,Site B,Mitsubishi,2016,2023-10-27,49616,2024-03-26,352.2,75.41,6.65,348.41,3.92,Diesel,Out of Service
TURB-0301,COMP-0301,Site A,Siemens,2010,2023-10-28,7586,2024-03-27,297.58,96.08,0.19,126.84,4.83,Diesel,Out of Service
TURB-0302,COMP-0302,Site C,Solar,2003,2023-10-29,76088,2024-03-28,282.44,63.05,0.85,403.22,17.28,Diesel,Out of Service
TURB-0303,COMP-0303,Site B,Mitsubishi,2003,2023-10-30,16967,2024-03-29,323.16,95.66,0.29,547.81,20.36,Natural Gas,Operational
TURB-0304,COMP-0304,Site B,GE,2003,2023-10-31,30467,2024-03-30,193.95,74.83,0.58,1144.14,2.68,Natural Gas,Operational
TURB-0305,COMP-0305,Site C,Solar,2018,2023-11-01,56694,2024-03-31,104.07,90.06,0.99,544.66,22.42,Hydrogen,Operational
TURB-0306,COMP-0306,Site A,Mitsubishi,2001,2023-11-02,89249,2024-04-01,405.14,73.52,9.58,155.87,19.06,Diesel,Out of Service
TURB-0307,COMP-0307,Site D,Mitsubishi,2015,2023-11-03,37404,2024-04-02,198.34,75.79,2.15,218.92,13.96,Diesel,Out of Service
TURB-0308,COMP-0308,Site B,Mitsubishi,2019,2023-11-04,99300,2024-04-03,494.58,76.64,2.13,455.64,24.76,Natural Gas,Out of Service
TURB-0309,COMP-0309,Site D,Siemens,2012,2023-11-05,54147,2024-04-04,245.69,95.98,8.59,261.82,7.73,Natural Gas,Operational
TURB-0310,COMP-0310,Site C,Solar,2007,2023-11-06,98096,2024-04-05,250.11,80.91,7.55,119.65,6.62,Diesel,Operational
TURB-0311,COMP-0311,Site A,GE,2018,2023-11-07,33346,2024-04-06,342.13,68.24,6.79,251.55,9.37,Natural Gas,Out of Service
TURB-0312,COMP-0312,Site A,Mitsubishi,2001,2023-11-08,10670,2024-04-07,336.7,83.24,4.28,171.31,13.87,Natural Gas,Out of Service
TURB-0313,COMP-0313,Site A,GE,2016,2023-11-09,29120,2024-04-08,98.45,93.8,0.41,283.1,10.59,Diesel,Operational
TURB-0314,COMP-0314,Site D,Siemens,2011,2023-11-10,84933,2024-04-09,143.43,68.15,8.28,1195.92,20.99,Diesel,Out of Service
TURB-0315,COMP-0315,Site D,GE,2013,2023-11-11,45108,2024-04-10,123.44,72.83,8.62,562.22,22.52,Diesel,Operational
TURB-0316,COMP-0316,Site D,Solar,2011,2023-11-12,40553,2024-04-11,36.17,81.72,4.87,807.39,24.22,Hydrogen,Operational
TURB-0317,COMP-0317,Site D,Solar,2012,2023-11-13,18041,2024-04-12,20.98,97.52,6.48,240.07,20.73,Diesel,Out of Service
TURB-0318,COMP-0318,Site B,GE,2009,2023-11-14,99548,2024-04-13,326.05,77.68,4.83,1026.69,15.79,Hydrogen,Out of Service
TURB-0319,COMP-0319,Site D,GE,2003,2023-11-15,61839,2024-04-14,254.31,82.21,3.03,356.94,15.92,Natural Gas,Out of Service
TURB-0320,COMP-0320,Site C,Siemens,2006,2023-11-16,21148,2024-04-15,448.35,65.14,5.45,1179.86,5.88,Diesel,Maintenance Required
TURB-0321,COMP-0321,Site B,Solar,2001,2023-11-17,25711,2024-04-16,157.38,88.81,6.92,1012.21,7.69,Natural Gas,Maintenance Required
TURB-0322,COMP-0322,Site A,Mitsubishi,2014,2023-11-18,64187,2024-04-17,395.88,68.36,1.63,1143.5,24.94,Natural Gas,Out of Service
TURB-0323,COMP-0323,Site D,GE,2003,2023-11-19,79984,2024-04-18,60.55,72.46,5.35,818.55,7.64,Hydrogen,Maintenance Required
TURB-0324,COMP-0324,Site D,Solar,2008,2023-11-20,10075,2024-04-19,410.06,86.96,7.78,806.81,12.47,Diesel,Operational
TURB-0325,COMP-0325,Site B,Siemens,2005,2023-11-21,4732,2024-04-20,461.37,87.08,4.81,1017.26,10.55,Hydrogen,Operational
TURB-0326,COMP-0326,Site A,Mitsubishi,2016,2023-11-22,56131,2024-04-21,317.4,72.11,1.65,872.67,17.67,Natural Gas,Operational
TURB-0327,COMP-0327,Site A,Solar,2006,2023-11-23,54803,2024-04-22,370.62,92.31,8.71,747.12,9.38,Hydrogen,Operational
TURB-0328,COMP-0328,Site C,Siemens,2015,2023-11-24,31779,2024-04-23,494.02,90.2,6.77,462.01,17.55,Diesel,Operational
TURB-0329,COMP-0329,Site B,Mitsubishi,2016,2023-11-25,56544,2024-04-24,195.31,83.4,6.36,306.3,24.08,Diesel,Operational
TURB-0330,COMP-0330,Site C,Solar,2007,2023-11-26,31110,2024-04-25,24.39,66.79,6.55,949.58,7.43,Natural Gas,Operational
TURB-0331,COMP-0331,Site B,Siemens,2002,2023-11-27,26460,2024-04-26,344.48,94.39,2.53,493.96,10.21,Diesel,Operational
TURB-0332,COMP-0332,Site B,GE,2020,2023-11-28,10174,2024-04-27,16.53,80.04,4.97,120.39,9.54,Hydrogen,Maintenance Required
TURB-0333,COMP-0333,Site B,GE,2019,2023-11-29,77172,2024-04-28,288.47,74.3,3.33,601.57,8.56,Hydrogen,Maintenance Required
TURB-0334,COMP-0334,Site A,Siemens,2005,2023-11-30,80916,2024-04-29,302.76,95.24,8.35,806.14,7.85,Natural Gas,Out of Service
TURB-0335,COMP-0335,Site C,Mitsubishi,2017,2023-12-01,91083,2024-04-30,296.41,96.92,5.93,76.49,16.31,Natural Gas,Operational
TURB-0336,COMP-0336,Site C,Solar,2010,2023-12-02,97257,2024-05-01,91.3,87.25,7.2,860.89,14.38,Hydrogen,Operational
TURB-0337,COMP-0337,Site D,Mitsubishi,2005,2023-12-03,71817,2024-05-02,47.57,90.07,6.64,308.39,13.45,Natural Gas,Operational
TURB-0338,COMP-0338,Site C,Solar,2012,2023-12-04,51372,2024-05-03,454.79,69.38,4.89,305.71,20.31,Hydrogen,Maintenance Required
TURB-0339,COMP-0339,Site D,Solar,2008,2023-12-05,91817,2024-05-04,275.38,69.83,8.07,697.31,4.94,Hydrogen,Out of Service
TURB-0340,COMP-0340,Site D,Mitsubishi,2007,2023-12-06,62245,2024-05-05,168.31,81.63,6.19,437.89,5.49,Hydrogen,Maintenance Required
TURB-0341,COMP-0341,Site A,GE,2012,2023-12-07,3606,2024-05-06,388.16,97.36,2.35,568.17,13.56,Hydrogen,Operational
TURB-0342,COMP-0342,Site D,GE,2013,2023-12-08,27849,2024-05-07,461.61,88.24,2.98,640.0,9.81,Natural Gas,Maintenance Required
TURB-0343,COMP-0343,Site B,Solar,2000,2023-12-09,42985,2024-05-08,208.07,88.35,8.29,1109.18,5.58,Hydrogen,Maintenance Required
TURB-0344,COMP-0344,Site B,GE,2004,2023-12-10,35084,2024-05-09,58.17,69.79,9.42,285.64,17.73,Diesel,Maintenance Required
TURB-0345,COMP-0345,Site A,GE,2005,2023-12-11,36919,2024-05-10,349.38,75.95,5.53,583.95,13.16,Natural Gas,Maintenance Required
TURB-0346,COMP-0346,Site B,GE,2008,2023-12-12,99422,2024-05-11,454.69,73.02,3.92,953.89,6.25,Hydrogen,Operational
TURB-0347,COMP-0347,Site B,Mitsubishi,2019,2023-12-13,71229,2024-05-12,490.4,71.49,6.29,285.94,7.71,Natural Gas,Operational
TURB-0348,COMP-0348,Site C,Siemens,2012,2023-12-14,60198,2024-05-13,408.64,87.78,4.89,144.74,18.49,Diesel,Maintenance Required
TURB-0349,COMP-0349,Site A,Siemens,2000,2023-12-15,81439,2024-05-14,141.43,63.79,8.43,70.43,9.2,Diesel,Operational
TURB-0350,COMP-0350,Site B,GE,2005,2023-12-16,13295,2024-05-15,185.53,66.29,8.35,169.29,6.31,Hydrogen,Maintenance Required
TURB-0351,COMP-0351,Site A,GE,2006,2023-12-17,35676,2024-05-16,77.0,75.67,4.62,365.78,24.19,Diesel,Out of Service
TURB-0352,COMP-0352,Site A,Mitsubishi,2009,2023-12-18,87005,2024-05-17,359.25,71.5,8.07,520.64,3.57,Hydrogen,Out of Service
TURB-0353,COMP-0353,Site B,GE,2003,2023-12-19,99730,2024-05-18,92.93,94.33,2.01,732.84,4.95,Hydrogen,Operational
TURB-0354,COMP-0354,Site B,Solar,2017,2023-12-20,77377,2024-05-19,221.66,67.62,3.8,280.1,18.36,Natural Gas,Operational
TURB-0355,COMP-0355,Site D,Siemens,2015,2023-12-21,72271,2024-05-20,270.56,69.46,0.89,360.15,11.5,Hydrogen,Operational
TURB-0356,COMP-0356,Site A,Solar,2018,2023-12-22,27902,2024-05-21,197.44,66.77,8.1,853.94,19.19,Hydrogen,Maintenance Required
TURB-0357,COMP-0357,Site A,Mitsubishi,2010,2023-12-23,49015,2024-05-22,83.35,92.62,9.75,1095.36,14.49,Hydrogen,Out of Service
TURB-0358,COMP-0358,Site B,GE,2016,2023-12-24,72417,2024-05-23,152.01,67.68,5.81,205.84,2.45,Hydrogen,Out of Service
TURB-0359,COMP-0359,Site D,Mitsubishi,2001,2023-12-25,99943,2024-05-24,320.05,73.38,7.69,593.39,17.58,Hydrogen,Operational
TURB-0360,COMP-0360,Site C,Mitsubishi,2006,2023-12-26,97615,2024-05-25,366.14,85.43,4.08,389.73,20.44,Hydrogen,Out of Service
TURB-0361,COMP-0361,Site B,GE,2008,2023-12-27,75931,2024-05-26,311.17,62.95,5.66,657.17,14.49,Hydrogen,Operational
TURB-0362,COMP-0362,Site D,Solar,2013,2023-12-28,46660,2024-05-27,483.22,91.03,3.54,187.0,8.73,Natural Gas,Operational
TURB-0363,COMP-0363,Site A,Mitsubishi,2016,2023-12-29,36531,2024-05-28,310.68,86.84,7.0,361.69,1.86,Natural Gas,Out of Service
TURB-0364,COMP-0364,Site A,GE,2014,2023-12-30,40460,2024-05-29,120.42,69.92,2.54,865.19,22.81,Hydrogen,Out of Service
TURB-0365,COMP-0365,Site B,Siemens,2006,2023-12-31,27841,2024-05-30,250.62,74.89,1.62,992.21,18.11,Natural Gas,Maintenance Required
TURB-0366,COMP-0366,Site D,Siemens,2006,2024-01-01,90538,2024-05-31,419.75,83.56,9.0,764.89,2.55,Hydrogen,Operational
