Turbine_ID,Compressor_ID,Date,Fuel_Consumption_m3,CO2_Emissions_kg,NOx_Emissions_kg,SOx_Emissions_kg,Power_Output_MW,Operating_Hours,Load_Factor,Temperature_C,Pressure_Ratio,Fuel_Type,Location,Manufacturer
TURB-0184,COMP-0184,2023-07-03,4980.51,41107.8,3276.45,1644.45,305.8,40443,0.54,556.67,8.67,Diesel,Site D,Mitsubishi
TURB-0185,COMP-0185,2023-07-04,9997.56,30213.03,1198.3,1968.1,200.98,44322,0.64,444.53,23.12,Diesel,Site D,Solar
TURB-0186,COMP-0186,2023-07-05,4320.84,37576.55,703.36,2391.63,35.5,17135,0.75,110.03,4.68,Natural Gas,Site D,Solar
TURB-0187,COMP-0187,2023-07-06,8700.26,13798.62,1361.47,855.12,412.31,42740,0.99,1141.94,15.14,Diesel,Site A,Siemens
TURB-0188,COMP-0188,2023-07-07,8377.83,24410.6,1919.51,643.85,175.16,64926,0.6,636.49,6.13,Natural Gas,Site B,GE
TURB-0189,COMP-0189,2023-07-08,5435.22,31889.33,4340.8,729.82,39.29,17954,0.9,401.9,4.21,Natural Gas,Site C,Mitsubishi
TURB-0190,COMP-0190,2023-07-09,7650.53,16442.19,3443.73,1409.93,35.97,30682,0.67,1063.79,3.74,Natural Gas,Site D,Mitsubishi
TURB-0191,COMP-0191,2023-07-10,7453.71,26453.64,1864.6,1190.23,52.89,80133,0.5,208.68,19.53,Diesel,Site B,GE
TURB-0192,COMP-0192,2023-07-11,1413.9,42165.14,1697.66,269.38,434.25,57763,0.89,855.29,7.65,Natural Gas,Site D,Mitsubishi
TURB-0193,COMP-0193,2023-07-12,7371.0,4790.19,1264.79,587.44,242.18,76120,0.74,184.83,14.87,Diesel,Site D,Siemens
TURB-0194,COMP-0194,2023-07-13,7296.07,40640.14,652.0,1411.12,437.67,19074,0.74,889.64,13.08,Natural Gas,Site C,Solar
TURB-0195,COMP-0195,2023-07-14,4361.11,30554.34,4320.31,2437.7,376.92,46544,0.84,742.99,21.91,Diesel,Site B,Mitsubishi
TURB-0196,COMP-0196,2023-07-15,1621.81,21152.2,2411.25,1921.53,16.89,25182,0.83,705.7,19.5,Natural Gas,Site A,Mitsubishi
TURB-0197,COMP-0197,2023-07-16,4567.04,28501.17,4736.39,2458.27,159.35,11728,0.83,697.37,17.83,Natural Gas,Site D,Mitsubishi
TURB-0198,COMP-0198,2023-07-17,7494.38,30691.13,3921.18,1816.57,265.95,54880,0.66,552.96,22.69,Diesel,Site B,Siemens
TURB-0199,COMP-0199,2023-07-18,8808.28,39255.97,3496.68,2468.92,24.61,67906,0.79,1080.14,15.26,Hydrogen,Site C,Mitsubishi
TURB-0200,COMP-0200,2023-07-19,3752.64,40304.11,1796.14,661.68,479.57,67243,0.94,92.46,20.6,Natural Gas,Site D,Siemens
TURB-0201,COMP-0201,2023-07-20,3447.16,37260.73,2407.18,2292.61,455.61,31458,0.95,1058.56,21.56,Diesel,Site B,Solar
TURB-0202,COMP-0202,2023-07-21,2048.24,1838.42,1262.91,1688.07,125.58,99727,0.7,539.11,20.37,Natural Gas,Site C,Solar
TURB-0203,COMP-0203,2023-07-22,3731.05,28298.25,4017.78,1515.18,189.28,8526,0.62,428.22,10.37,Natural Gas,Site A,Siemens
TURB-0204,COMP-0204,2023-07-23,2465.32,22138.6,2384.8,1768.86,366.13,52630,0.54,735.31,20.43,Hydrogen,Site A,Solar
TURB-0205,COMP-0205,2023-07-24,3433.81,29238.67,3966.77,1444.57,18.43,9880,0.93,299.03,13.81,Natural Gas,Site B,Mitsubishi
TURB-0206,COMP-0206,2023-07-25,5451.4,30668.11,502.45,932.83,120.2,40011,0.58,562.34,9.55,Diesel,Site A,Siemens
TURB-0207,COMP-0207,2023-07-26,5722.29,31189.69,1641.8,2043.21,261.3,90461,0.66,771.19,6.29,Natural Gas,Site D,GE
TURB-0208,COMP-0208,2023-07-27,7441.4,18148.99,530.39,960.22,187.86,79275,0.91,479.89,17.78,Diesel,Site B,GE
TURB-0209,COMP-0209,2023-07-28,9831.86,22900.8,2991.16,1105.04,64.1,38885,0.89,415.83,8.66,Hydrogen,Site B,Solar
TURB-0210,COMP-0210,2023-07-29,986.61,1782.72,3646.2,1982.23,281.9,9725,0.72,728.16,7.7,Diesel,Site A,Solar
TURB-0211,COMP-0211,2023-07-30,2432.43,46836.79,3945.45,2436.42,412.93,96328,0.85,769.26,15.4,Diesel,Site A,GE
TURB-0212,COMP-0212,2023-07-31,4157.65,49411.15,1914.94,819.2,123.27,52464,0.62,409.93,7.53,Natural Gas,Site C,Mitsubishi
TURB-0213,COMP-0213,2023-08-01,9679.36,20646.38,770.41,2450.31,119.08,6138,0.96,795.89,8.99,Diesel,Site C,Solar
TURB-0214,COMP-0214,2023-08-02,2884.59,21561.05,4845.41,2225.6,44.65,37354,0.98,1019.84,18.02,Natural Gas,Site C,GE
TURB-0215,COMP-0215,2023-08-03,8784.58,23516.75,1030.79,535.34,281.6,82206,0.97,180.19,17.31,Diesel,Site B,Solar
TURB-0216,COMP-0216,2023-08-04,4119.18,15378.88,1682.33,443.41,208.29,62450,0.81,1129.77,23.34,Hydrogen,Site A,GE
TURB-0217,COMP-0217,2023-08-05,9591.12,22340.16,1593.18,2055.52,319.67,48083,0.54,127.43,20.28,Diesel,Site A,GE
TURB-0218,COMP-0218,2023-08-06,459.26,18573.86,3872.92,212.98,27.01,90426,0.81,652.98,9.53,Diesel,Site A,Solar
TURB-0219,COMP-0219,2023-08-07,2495.39,1958.48,4198.84,2462.0,323.63,10986,0.71,1088.14,12.41,Hydrogen,Site A,Siemens
TURB-0220,COMP-0220,2023-08-08,486.14,7205.83,1498.64,552.87,466.58,87797,0.7,344.13,14.83,Natural Gas,Site C,GE
TURB-0221,COMP-0221,2023-08-09,7541.57,4854.65,1488.22,107.94,412.7,30921,0.51,851.21,10.86,Hydrogen,Site B,GE
TURB-0222,COMP-0222,2023-08-10,6554.19,12700.87,3479.9,1678.66,179.2,14021,0.94,98.24,24.65,Natural Gas,Site D,Mitsubishi
TURB-0223,COMP-0223,2023-08-11,2397.23,5889.11,4308.88,1445.69,64.17,97046,0.93,602.6,2.29,Diesel,Site B,Solar
TURB-0224,COMP-0224,2023-08-12,645.39,12279.66,841.53,2282.5,273.84,45361,0.66,769.88,16.68,Diesel,Site A,Solar
TURB-0225,COMP-0225,2023-08-13,7943.14,1198.65,4920.64,386.73,149.06,23452,0.99,670.4,15.97,Natural Gas,Site B,Siemens
TURB-0226,COMP-0226,2023-08-14,7623.47,49450.24,3447.62,504.84,15.28,12141,0.57,254.51,23.41,Natural Gas,Site A,Mitsubishi
TURB-0227,COMP-0227,2023-08-15,9201.58,6352.84,1577.89,1839.26,210.24,68201,0.92,74.68,22.68,Hydrogen,Site D,GE
TURB-0228,COMP-0228,2023-08-16,1755.17,42163.89,3850.94,1007.79,274.58,44677,0.81,565.56,23.09,Diesel,Site D,GE
TURB-0229,COMP-0229,2023-08-17,5782.41,6001.81,330.27,1589.84,389.98,41117,0.74,257.6,24.75,Diesel,Site B,Mitsubishi
TURB-0230,COMP-0230,2023-08-18,9190.07,16255.36,4559.06,135.44,490.07,82603,0.98,470.27,9.19,Natural Gas,Site A,Mitsubishi
TURB-0231,COMP-0231,2023-08-19,2134.92,47136.15,2437.28,2028.48,434.64,85675,0.79,1016.7,13.0,Hydrogen,Site D,Siemens
TURB-0232,COMP-0232,2023-08-20,6112.59,16228.92,1141.52,695.42,275.35,81004,0.92,681.19,5.9,Natural Gas,Site C,GE
TURB-0233,COMP-0233,2023-08-21,6110.33,33077.21,3412.95,1355.81,405.29,25079,0.62,143.98,20.64,Natural Gas,Site A,Mitsubishi
TURB-0234,COMP-0234,2023-08-22,513.87,16595.68,556.07,1751.06,416.31,67215,0.52,874.96,14.97,Diesel,Site B,GE
TURB-0235,COMP-0235,2023-08-23,7844.29,47201.56,2426.65,456.87,483.69,10983,0.61,567.51,17.7,Natural Gas,Site A,Solar
TURB-0236,COMP-0236,2023-08-24,7916.13,1513.31,4700.62,243.19,131.01,79219,0.99,96.63,2.95,Diesel,Site C,Mitsubishi
TURB-0237,COMP-0237,2023-08-25,1997.76,13305.6,3228.91,51.03,133.4,25815,0.78,879.93,2.88,Natural Gas,Site B,Mitsubishi
TURB-0238,COMP-0238,2023-08-26,520.97,21245.61,562.96,191.52,117.09,45476,0.92,1068.62,3.26,Natural Gas,Site C,GE
TURB-0239,COMP-0239,2023-08-27,7228.26,41398.97,4393.96,2281.69,451.58,24811,0.84,908.56,18.28,Natural Gas,Site C,Siemens
TURB-0240,COMP-0240,2023-08-28,1434.65,29077.95,4164.21,1322.18,345.19,58468,0.58,1174.84,10.15,Natural Gas,Site B,Siemens
TURB-0241,COMP-0241,2023-08-29,6925.61,44845.3,3724.17,208.67,78.54,98194,0.56,231.0,19.06,Diesel,Site B,Mitsubishi
TURB-0242,COMP-0242,2023-08-30,1587.95,44302.58,900.63,2491.31,481.06,79940,0.74,699.25,13.67,Hydrogen,Site D,Mitsubishi
TURB-0243,COMP-0243,2023-08-31,8617.27,47810.59,3126.97,271.82,306.67,55684,0.97,156.22,6.01,Hydrogen,Site B,GE
TURB-0244,COMP-0244,2023-09-01,6153.68,9952.59,3949.16,2299.53,11.03,38340,0.57,1172.04,4.19,Natural Gas,Site D,Siemens
TURB-0245,COMP-0245,2023-09-02,5810.04,21692.89,3596.22,586.86,223.95,40333,0.75,297.34,23.29,Natural Gas,Site D,Solar
TURB-0246,COMP-0246,2023-09-03,5389.82,21944.27,1734.64,1771.61,388.68,71472,0.88,1133.3,16.96,Diesel,Site C,Mitsubishi
TURB-0247,COMP-0247,2023-09-04,508.35,7029.33,4754.78,621.46,162.04,17588,0.54,576.72,15.71,Diesel,Site B,Siemens
TURB-0248,COMP-0248,2023-09-05,8403.97,47310.32,1076.73,2480.63,338.84,49511,0.7,962.56,15.9,Diesel,Site A,Mitsubishi
TURB-0249,COMP-0249,2023-09-06,4586.42,18774.02,2246.6,489.76,361.84,16994,0.77,1147.8,9.97,Diesel,Site A,Mitsubishi
TURB-0250,COMP-0250,2023-09-07,3763.61,32323.87,2109.23,909.07,416.0,82344,0.55,317.78,3.9,Hydrogen,Site D,Solar
TURB-0251,COMP-0251,2023-09-08,6346.98,30604.44,4492.39,383.86,294.42,87661,0.83,988.16,22.14,Natural Gas,Site D,GE
TURB-0252,COMP-0252,2023-09-09,5047.64,12611.32,1122.49,1262.43,103.86,8306,0.87,1072.83,23.19,Natural Gas,Site A,Mitsubishi
TURB-0253,COMP-0253,2023-09-10,2946.6,29040.18,3878.36,1102.84,422.69,53229,0.82,684.33,12.48,Natural Gas,Site D,Mitsubishi
TURB-0254,COMP-0254,2023-09-11,1566.75,13560.13,2707.76,2043.45,99.82,42299,0.54,825.42,11.48,Natural Gas,Site D,GE
TURB-0255,COMP-0255,2023-09-12,1103.28,15006.89,3078.75,2143.25,234.68,69580,0.5,559.8,6.68,Hydrogen,Site A,Siemens
TURB-0256,COMP-0256,2023-09-13,2441.38,27974.38,191.29,2152.48,54.08,46613,0.9,539.09,1.7,Hydrogen,Site B,Mitsubishi
TURB-0257,COMP-0257,2023-09-14,8714.09,23384.56,3408.89,140.04,88.02,76194,0.74,233.33,17.98,Natural Gas,Site D,Siemens
TURB-0258,COMP-0258,2023-09-15,1187.3,21740.76,1201.74,490.86,104.0,10791,0.78,842.31,13.26,Natural Gas,Site A,Siemens
TURB-0259,COMP-0259,2023-09-16,8170.76,20273.22,2323.58,1615.79,362.55,69332,0.95,241.93,23.83,Diesel,Site C,GE
TURB-0260,COMP-0260,2023-09-17,8695.19,37979.55,2431.09,1524.33,117.71,91991,0.78,259.21,2.54,Diesel,Site D,Solar
TURB-0261,COMP-0261,2023-09-18,8268.16,14764.47,4813.91,2026.0,260.96,97811,0.63,628.15,9.42,Natural Gas,Site C,Siemens
TURB-0262,COMP-0262,2023-09-19,8649.48,16320.25,2380.83,1948.24,341.96,78613,0.72,576.88,24.65,Hydrogen,Site D,Solar
TURB-0263,COMP-0263,2023-09-20,2228.74,29387.03,2145.97,578.57,279.5,17769,0.74,796.88,16.09,Natural Gas,Site D,Siemens
TURB-0264,COMP-0264,2023-09-21,9954.7,48251.17,3825.65,892.65,333.66,56623,0.84,650.5,9.76,Hydrogen,Site D,Solar
TURB-0265,COMP-0265,2023-09-22,5473.93,15263.2,2159.48,1435.94,450.74,21424,0.68,412.53,6.17,Diesel,Site C,Solar
TURB-0266,COMP-0266,2023-09-23,8125.23,21386.05,4390.31,2163.75,483.3,17781,0.92,116.54,3.04,Diesel,Site B,Mitsubishi
TURB-0267,COMP-0267,2023-09-24,4903.77,7288.57,2693.39,1336.76,345.19,20626,0.77,727.1,23.19,Hydrogen,Site C,Siemens
TURB-0268,COMP-0268,2023-09-25,1990.21,32399.87,4370.62,1741.34,101.52,20171,0.77,612.23,10.93,Hydrogen,Site D,GE
TURB-0269,COMP-0269,2023-09-26,8477.09,13309.81,3363.17,994.78,489.83,45291,0.88,143.02,23.71,Hydrogen,Site A,GE
TURB-0270,COMP-0270,2023-09-27,4957.31,26775.02,3290.06,288.45,44.41,37883,0.54,853.92,9.76,Natural Gas,Site C,GE
TURB-0271,COMP-0271,2023-09-28,9725.52,21582.98,2870.05,1133.09,464.59,28961,0.94,343.09,23.66,Diesel,Site B,Siemens
TURB-0272,COMP-0272,2023-09-29,8132.07,39018.32,2531.71,441.02,231.35,75778,0.6,89.46,20.53,Hydrogen,Site A,Siemens
TURB-0273,COMP-0273,2023-09-30,7529.94,41811.72,1881.36,927.93,422.82,68850,0.67,62.71,9.19,Natural Gas,Site C,Solar
TURB-0274,COMP-0274,2023-10-01,7219.46,37133.85,4024.56,792.43,176.69,59414,0.55,670.62,11.5,Hydrogen,Site A,Siemens
TURB-0275,COMP-0275,2023-10-02,6130.56,23067.06,3235.08,651.08,285.13,87657,0.74,1117.62,23.67,Diesel,Site B,Solar
TURB-0276,COMP-0276,2023-10-03,8982.7,21334.03,568.24,1729.67,79.42,89105,0.67,1024.93,18.99,Natural Gas,Site B,Solar
TURB-0277,COMP-0277,2023-10-04,6248.63,21205.6,3417.32,542.13,453.5,19331,0.61,166.9,20.42,Hydrogen,Site B,Mitsubishi
TURB-0278,COMP-0278,2023-10-05,9960.23,25580.03,337.64,1708.84,156.91,56342,0.59,416.0,16.24,Hydrogen,Site B,GE
TURB-0279,COMP-0279,2023-10-06,5271.84,31328.12,4882.39,145.11,138.53,66945,0.57,410.06,2.92,Hydrogen,Site A,Solar
TURB-0280,COMP-0280,2023-10-07,909.44,16882.5,1673.05,1702.11,228.38,78911,0.53,1030.49,21.71,Natural Gas,Site C,Siemens
TURB-0281,COMP-0281,2023-10-08,7598.56,36869.76,677.16,154.2,189.1,72567,0.61,970.18,19.78,Natural Gas,Site A,GE
TURB-0282,COMP-0282,2023-10-09,535.46,45409.67,1235.91,486.14,77.58,79237,0.5,1160.46,14.93,Hydrogen,Site B,Siemens
TURB-0283,COMP-0283,2023-10-10,3918.63,4315.38,4756.99,1282.83,22.07,56965,0.54,648.72,17.84,Natural Gas,Site C,Siemens
TURB-0284,COMP-0284,2023-10-11,4549.4,2060.3,2519.81,2470.37,167.31,79000,0.98,65.97,6.94,Diesel,Site A,GE
TURB-0285,COMP-0285,2023-10-12,8890.23,34102.02,4887.69,1612.85,362.72,4604,0.7,1087.48,23.26,Diesel,Site D,GE
TURB-0286,COMP-0286,2023-10-13,5654.8,32648.48,1696.75,58.39,102.64,50758,0.96,91.06,6.53,Diesel,Site D,Siemens
TURB-0287,COMP-0287,2023-10-14,9446.72,23460.44,311.57,1950.9,94.52,61136,0.7,1006.43,17.32,Natural Gas,Site D,Siemens
TURB-0288,COMP-0288,2023-10-15,2477.48,41583.57,4602.64,884.46,270.82,40410,0.89,646.57,12.67,Hydrogen,Site C,Siemens
TURB-0289,COMP-0289,2023-10-16,2877.5,37721.91,4597.95,2480.65,339.12,97994,0.85,1160.58,14.45,Natural Gas,Site C,Siemens
TURB-0290,COMP-0290,2023-10-17,3715.32,48366.57,1829.86,1535.63,493.55,72907,0.58,329.11,6.33,Diesel,Site A,Solar
TURB-0291,COMP-0291,2023-10-18,7325.42,41956.66,3335.4,2317.11,50.87,56444,0.73,639.57,5.75,Natural Gas,Site B,Siemens
TURB-0292,COMP-0292,2023-10-19,6833.7,5011.9,1360.3,169.77,237.12,21136,0.56,65.57,9.22,Diesel,Site D,GE
TURB-0293,COMP-0293,2023-10-20,2137.51,21385.14,3162.6,954.27,484.69,19941,0.7,740.98,2.19,Diesel,Site B,GE
TURB-0294,COMP-0294,2023-10-21,4096.81,18467.52,414.87,754.16,325.17,57499,0.64,127.65,4.35,Natural Gas,Site C,Siemens
TURB-0295,COMP-0295,2023-10-22,3582.79,41916.14,1796.6,967.73,328.79,40147,0.81,125.17,10.06,Natural Gas,Site B,Mitsubishi
TURB-0296,COMP-0296,2023-10-23,7616.73,12546.98,1999.05,796.59,450.5,85589,0.87,887.99,15.78,Diesel,Site A,GE
TURB-0297,COMP-0297,2023-10-24,3743.19,6388.58,1625.66,731.57,176.54,65038,0.96,263.02,9.77,Diesel,Site D,GE
TURB-0298,COMP-0298,2023-10-25,7583.43,4824.75,2503.69,1229.02,278.57,79020,0.52,1174.53,3.22,Hydrogen,Site A,Solar
TURB-0299,COMP-0299,2023-10-26,5528.68,28536.47,3324.59,1962.2,239.45,38761,0.87,505.81,20.32,Natural Gas,Site B,Mitsubishi
TURB-0300,COMP-0300,2023-10-27,9431.6,15990.5,2549.95,1634.19,177.57,4177,0.56,605.95,5.21,Hydrogen,Site B,Mitsubishi
TURB-0301,COMP-0301,2023-10-28,9778.9,10276.8,2290.48,955.58,442.65,64657,0.93,411.88,2.81,Diesel,Site B,Solar
TURB-0302,COMP-0302,2023-10-29,6332.29,45565.04,3345.12,1494.41,215.13,60285,0.82,370.21,9.78,Natural Gas,Site C,Mitsubishi
TURB-0303,COMP-0303,2023-10-30,9204.55,1735.66,4244.78,2272.05,79.21,68051,0.95,1055.38,12.4,Diesel,Site D,GE
TURB-0304,COMP-0304,2023-10-31,7244.39,22619.28,2276.72,708.36,86.05,57027,0.56,1077.13,22.47,Natural Gas,Site D,GE
TURB-0305,COMP-0305,2023-11-01,6811.11,24793.83,2417.67,1276.33,66.15,90151,0.74,290.02,7.33,Diesel,Site D,Solar
TURB-0306,COMP-0306,2023-11-02,4708.46,27411.43,4358.85,2283.51,375.15,96386,0.75,95.38,15.29,Diesel,Site D,GE
TURB-0307,COMP-0307,2023-11-03,5646.35,38277.58,140.0,1841.09,480.9,66350,0.87,369.13,7.98,Hydrogen,Site C,Siemens
TURB-0308,COMP-0308,2023-11-04,3955.33,1312.79,2120.3,478.12,128.46,55418,0.98,998.52,4.33,Hydrogen,Site D,Siemens
TURB-0309,COMP-0309,2023-11-05,1832.2,12598.05,208.93,1993.82,34.34,30863,0.51,622.64,16.48,Diesel,Site A,Siemens
TURB-0310,COMP-0310,2023-11-06,9254.77,39290.66,1945.07,2015.54,72.03,61224,0.83,957.06,19.11,Hydrogen,Site A,Solar
TURB-0311,COMP-0311,2023-11-07,2197.56,17624.12,1369.93,1877.45,371.72,12637,0.52,1008.07,14.28,Natural Gas,Site C,GE
TURB-0312,COMP-0312,2023-11-08,5465.06,29218.32,2828.95,1509.72,400.66,15470,0.71,992.25,9.41,Natural Gas,Site D,Mitsubishi
TURB-0313,COMP-0313,2023-11-09,7397.27,14837.91,2380.32,339.11,180.74,40286,0.92,720.12,24.71,Hydrogen,Site D,GE
TURB-0314,COMP-0314,2023-11-10,8252.96,5109.94,602.77,1199.62,14.13,97165,0.78,246.13,2.29,Diesel,Site A,Siemens
TURB-0315,COMP-0315,2023-11-11,3620.5,13351.08,2709.3,262.36,434.98,43890,0.92,776.36,14.49,Diesel,Site C,GE
TURB-0316,COMP-0316,2023-11-12,6613.03,41390.58,3498.91,1321.32,54.54,63248,0.82,398.99,17.22,Diesel,Site C,Siemens
TURB-0317,COMP-0317,2023-11-13,4487.41,17687.44,374.51,1042.6,85.06,64797,0.95,928.9,11.45,Natural Gas,Site C,Siemens
TURB-0318,COMP-0318,2023-11-14,8235.16,27898.52,259.6,64.48,130.92,7437,0.9,285.41,4.64,Diesel,Site D,Siemens
TURB-0319,COMP-0319,2023-11-15,6605.88,1640.8,4434.52,1955.39,321.46,40591,0.86,793.16,5.69,Diesel,Site C,GE
TURB-0320,COMP-0320,2023-11-16,562.75,26581.78,2877.42,1644.37,181.25,72970,0.87,148.59,23.73,Diesel,Site A,Siemens
TURB-0321,COMP-0321,2023-11-17,6138.66,36503.9,632.65,639.9,32.29,86426,0.78,972.29,22.77,Diesel,Site A,Solar
TURB-0322,COMP-0322,2023-11-18,7053.97,29512.36,3619.45,1623.0,382.35,60223,0.92,411.96,5.61,Hydrogen,Site D,Solar
TURB-0323,COMP-0323,2023-11-19,9095.42,2113.34,4297.56,1383.11,281.31,9375,0.73,1168.53,2.87,Hydrogen,Site B,Mitsubishi
TURB-0324,COMP-0324,2023-11-20,601.72,2036.92,4838.52,1294.89,416.81,17037,0.53,579.06,5.56,Natural Gas,Site C,Solar
TURB-0325,COMP-0325,2023-11-21,6010.6,44469.71,4166.9,972.22,42.25,96137,0.87,345.75,22.14,Natural Gas,Site C,Siemens
TURB-0326,COMP-0326,2023-11-22,5057.22,11508.7,3775.66,156.43,476.19,33294,0.87,194.46,3.86,Natural Gas,Site D,GE
TURB-0327,COMP-0327,2023-11-23,6447.0,34464.64,4403.98,2466.12,60.41,77444,0.57,1184.88,5.31,Natural Gas,Site B,GE
TURB-0328,COMP-0328,2023-11-24,7676.55,2541.31,2488.82,1298.99,283.4,60126,0.62,509.69,18.11,Natural Gas,Site B,Siemens
TURB-0329,COMP-0329,2023-11-25,1430.02,15937.14,2483.0,184.13,264.85,10698,0.62,817.2,20.73,Natural Gas,Site B,Mitsubishi
TURB-0330,COMP-0330,2023-11-26,5464.95,16921.42,3412.15,174.17,447.15,48449,0.8,419.18,14.31,Diesel,Site B,Siemens
TURB-0331,COMP-0331,2023-11-27,5254.02,42761.57,4389.54,1935.43,285.34,84350,0.78,309.78,6.1,Hydrogen,Site C,Mitsubishi
TURB-0332,COMP-0332,2023-11-28,5199.65,40420.35,1122.81,894.58,146.54,38889,0.56,707.08,20.48,Diesel,Site D,Mitsubishi
TURB-0333,COMP-0333,2023-11-29,4192.11,41767.07,2213.62,1100.65,94.22,46637,0.72,505.08,10.25,Natural Gas,Site A,Siemens
TURB-0334,COMP-0334,2023-11-30,8510.71,47147.56,3798.97,1557.42,137.23,71201,0.51,603.21,17.34,Natural Gas,Site A,GE
TURB-0335,COMP-0335,2023-12-01,726.76,19233.71,1485.02,55.13,142.46,91976,0.58,861.23,7.32,Natural Gas,Site A,Solar
TURB-0336,COMP-0336,2023-12-02,3909.88,11674.65,372.48,1314.01,113.68,42329,0.53,374.86,14.52,Hydrogen,Site B,Solar
TURB-0337,COMP-0337,2023-12-03,5958.38,37114.76,2118.44,1747.36,124.64,3849,0.75,227.35,9.41,Diesel,Site C,Solar
TURB-0338,COMP-0338,2023-12-04,9098.28,5078.99,4865.57,1012.24,429.95,23471,0.53,668.16,6.99,Hydrogen,Site A,Siemens
TURB-0339,COMP-0339,2023-12-05,6338.35,48899.76,3265.8,447.58,436.6,90362,0.98,183.48,18.64,Hydrogen,Site C,Mitsubishi
TURB-0340,COMP-0340,2023-12-06,1398.33,37509.46,3910.99,2137.36,270.19,88362,0.81,827.28,21.88,Natural Gas,Site C,GE
TURB-0341,COMP-0341,2023-12-07,6841.61,14969.11,595.88,1023.38,458.3,35908,0.89,729.93,22.05,Natural Gas,Site D,GE
TURB-0342,COMP-0342,2023-12-08,3461.26,39761.03,2691.77,2491.26,257.34,13714,0.71,319.49,11.86,Natural Gas,Site A,Solar
TURB-0343,COMP-0343,2023-12-09,5911.84,45662.47,4395.98,1362.08,303.92,78619,0.97,359.78,22.85,Hydrogen,Site D,Solar
TURB-0344,COMP-0344,2023-12-10,5753.66,8464.63,4411.27,359.7,497.06,6370,0.89,264.15,13.72,Diesel,Site C,Solar
TURB-0345,COMP-0345,2023-12-11,1806.42,33374.41,4899.79,245.08,192.88,45662,0.66,1075.42,9.81,Natural Gas,Site D,Solar
TURB-0346,COMP-0346,2023-12-12,8206.82,8016.25,4141.1,560.3,317.51,28905,0.56,416.12,19.34,Hydrogen,Site B,Siemens
TURB-0347,COMP-0347,2023-12-13,5446.72,28849.82,4382.76,2242.57,345.18,58431,0.73,1097.31,7.99,Natural Gas,Site C,Siemens
TURB-0348,COMP-0348,2023-12-14,3925.29,9941.72,1105.89,1255.73,301.8,63034,0.78,75.81,11.05,Diesel,Site B,GE
TURB-0349,COMP-0349,2023-12-15,2138.26,26008.13,227.78,2078.35,164.46,76408,0.77,501.55,20.24,Diesel,Site C,Mitsubishi
TURB-0350,COMP-0350,2023-12-16,9168.76,25433.66,3312.11,1693.53,461.6,48480,0.97,1090.7,13.04,Diesel,Site A,GE
TURB-0351,COMP-0351,2023-12-17,2496.31,15628.94,3480.2,2152.61,449.09,34882,0.85,874.01,4.52,Hydrogen,Site B,GE
TURB-0352,COMP-0352,2023-12-18,9355.41,3656.19,4595.22,1318.54,476.26,63031,0.73,119.66,23.92,Diesel,Site D,Mitsubishi
TURB-0353,COMP-0353,2023-12-19,5460.13,39625.04,2830.14,2056.68,196.24,26873,0.86,619.19,1.79,Natural Gas,Site D,Mitsubishi
TURB-0354,COMP-0354,2023-12-20,5077.95,24288.86,2178.02,2360.45,445.21,85660,0.67,196.56,7.27,Natural Gas,Site C,Mitsubishi
TURB-0355,COMP-0355,2023-12-21,4770.61,34264.19,4678.43,404.3,319.64,37946,0.9,213.1,20.45,Hydrogen,Site C,GE
TURB-0356,COMP-0356,2023-12-22,8828.42,43787.53,1074.88,2492.64,498.11,50704,0.94,560.39,21.37,Diesel,Site A,Solar
TURB-0357,COMP-0357,2023-12-23,8158.43,13520.47,2396.5,1861.0,210.47,95959,0.97,1056.58,17.4,Diesel,Site A,Siemens
TURB-0358,COMP-0358,2023-12-24,6794.99,29353.36,313.1,1457.46,12.52,60391,0.52,468.89,15.91,Natural Gas,Site B,Solar
TURB-0359,COMP-0359,2023-12-25,5285.86,41167.12,3993.64,2480.93,257.19,79049,0.64,837.32,21.07,Natural Gas,Site D,Solar
TURB-0360,COMP-0360,2023-12-26,6601.87,46712.3,3156.13,458.34,274.03,85788,0.58,311.37,19.01,Diesel,Site C,GE
TURB-0361,COMP-0361,2023-12-27,2507.63,4355.89,1521.23,1636.78,237.17,67596,0.83,513.76,24.54,Hydrogen,Site D,Siemens
TURB-0362,COMP-0362,2023-12-28,5018.83,8320.68,2741.76,511.34,208.88,25606,0.63,182.75,12.33,Hydrogen,Site C,Siemens
TURB-0363,COMP-0363,2023-12-29,1493.55,6971.58,3467.18,1296.04,117.76,70267,0.73,204.91,7.86,Hydrogen,Site D,Siemens
TURB-0364,COMP-0364,2023-12-30,1370.11,6237.78,3977.65,147.01,368.01,20379,0.89,801.33,1.6,Diesel,Site C,Solar
TURB-0365,COMP-0365,2023-12-31,7115.75,46160.66,605.63,892.03,270.72,11153,0.93,63.46,9.25,Diesel,Site A,Mitsubishi
TURB-0366,COMP-0366,2024-01-01,9435.31,32358.92,1043.59,2189.61,61.12,83539,0.8,870.82,20.92,Diesel,Site B,Solar
TURB-0367,COMP-0367,2024-01-02,8044.99,43928.5,2661.51,1908.46,59.28,85005,0.73,1043.89,2.29,Hydrogen,Site A,GE
TURB-0368,COMP-0368,2024-01-03,9395.76,22086.28,3580.42,1022.28,390.84,81714,0.53,342.0,17.73,Diesel,Site B,Siemens
